gene_id,symbol,biotype,logFC,logCPM,F,PValue,FDR,regulation
ENSG00000169248,CXCL11,protein_coding,10.7094942744646,6.93048624074359,62.6445673183683,1.02250023224856e-06,1.01019628754515e-05,Up
ENSG00000108700,CCL8,protein_coding,9.97653526083563,6.0698409235669,28.0134340316231,0.000195474687434785,0.000822790626014537,Up
ENSG00000131203,IDO1,protein_coding,9.87915612503691,5.98664368352179,31.7188565488339,0.000113563308492628,0.000516676886982704,Up
ENSG00000138755,CXCL9,protein_coding,9.73254100630931,5.88725080809404,34.2150373561345,8.08639603028175e-05,0.000385845870703424,Up
ENSG00000169245,CXCL10,protein_coding,9.19542445272249,8.09969163046019,84.5944745652676,3.32546520256497e-08,5.96829094018129e-07,Up
ENSG00000134321,RSAD2,protein_coding,8.83192836410875,7.25304854286798,175.194413854254,1.09790671657943e-10,6.9401306871919e-09,Up
ENSG00000000938,FGR,protein_coding,8.78465353775299,4.23287012063108,16.3743599716966,0.00164477077825737,0.00511921467062848,Up
ENSG00000162654,GBP4,protein_coding,8.41058954178545,4.69923346781837,39.1947160116835,4.3314589489777e-05,0.000228168224723803,Up
ENSG00000168334,XIRP1,protein_coding,8.1391972403705,4.31673209126875,23.1591176915595,0.000433605181007917,0.0016448442952414,Up
ENSG00000168062,BATF2,protein_coding,8.02921506634976,4.27122283998132,89.9525616478379,6.71801335739623e-07,7.11969872579841e-06,Up
ENSG00000108688,CCL7,protein_coding,7.91210646419166,3.9160285788651,30.7990929037859,0.000129356982510497,0.000577859240820811,Up
ENSG00000196218,RYR1,protein_coding,7.68111487893346,4.00738677753835,158.434047071351,2.10878054564703e-09,6.81584589934694e-08,Up
ENSG00000233975,LINC02574,lncRNA,7.42329071163333,3.76247542463793,88.4459585908529,1.06553233614584e-07,1.53449545909067e-06,Up
ENSG00000119922,IFIT2,protein_coding,7.41154300285913,8.41764361911439,176.05859744284,1.05465829928223e-10,6.78686867727292e-09,Up
ENSG00000163131,CTSS,protein_coding,7.16749529196323,6.20513939733929,26.7094986285868,6.56306168602133e-05,0.000326007994598403,Up
ENSG00000134326,CMPK2,protein_coding,6.86704403059873,5.77728654052484,142.676351191412,5.77762759054961e-10,2.45652344519618e-08,Up
ENSG00000225492,GBP1P1,transcribed_unprocessed_pseudogene,6.85078182338365,3.31678236379474,37.3362978404594,5.10779771963556e-05,0.000262293307773953,Up
ENSG00000089127,OAS1,protein_coding,6.81122634242433,5.7352956710037,157.56104541865,2.59996555710284e-10,1.28969124822122e-08,Up
ENSG00000177294,FBXO39,protein_coding,6.79799555570293,3.31631129744859,50.6606976848184,1.17509838219454e-05,7.67953133029788e-05,Up
ENSG00000119917,IFIT3,protein_coding,6.77123471520461,8.60304312939801,289.437958390273,1.6822831343062e-12,2.73103373371573e-10,Up
ENSG00000111335,OAS2,protein_coding,6.54261688297944,5.46534679728707,91.1014011248306,1.90583542837916e-08,3.7920285417583e-07,Up
ENSG00000216490,IFI30,protein_coding,6.37203328077948,6.14212196814573,25.7704801290226,7.98938419547739e-05,0.000382238253906865,Up
ENSG00000185745,IFIT1,protein_coding,6.11232657935629,6.94539052330391,303.640481524885,1.12120458851975e-12,2.12340208729435e-10,Up
ENSG00000138646,HERC5,protein_coding,5.6387503442421,4.91496086014467,179.120196575729,9.16010823396902e-11,6.11501430983558e-09,Up
ENSG00000136514,RTP4,protein_coding,5.6109218597603,3.51176557381062,86.3216560105528,2.6333721814759e-08,4.97623743182072e-07,Up
ENSG00000154451,GBP5,protein_coding,5.52970344421084,5.465002651408,82.1425086543276,4.14008695403653e-08,7.00773486082534e-07,Up
ENSG00000157601,MX1,protein_coding,5.20290568368125,8.49617723291912,354.013314418085,3.03496004870420e-13,9.42553027299745e-11,Up
ENSG00000183486,MX2,protein_coding,5.09462171886872,4.93546508214603,32.5226425469326,2.12308326461386e-05,0.000125849943543994,Up
ENSG00000130303,BST2,protein_coding,4.97537170970349,6.90149101807728,119.991086401309,2.28066501050249e-09,7.22433191729447e-08,Up
ENSG00000186007,LEMD1,protein_coding,4.96998423589156,4.25196996102199,149.4101366771,3.55033327522521e-10,1.60506522689453e-08,Up
ENSG00000129226,CD68,protein_coding,4.95212457532548,5.66587567046007,15.9242665204836,0.000865136484817311,0.0029441019109338,Up
ENSG00000185885,IFITM1,protein_coding,4.89884779742075,9.22045289935044,118.851749513695,2.4579113747202e-09,7.56761247828722e-08,Up
ENSG00000132530,XAF1,protein_coding,4.67549300264418,4.25307473993047,84.1224903894234,3.41822201430452e-08,6.02873082671042e-07,Up
ENSG00000133106,EPSTI1,protein_coding,4.64508590830071,4.9531068654869,84.0296894163496,3.49594824622891e-08,6.1506301287717e-07,Up
ENSG00000162772,ATF3,protein_coding,4.59987521102742,7.78740935602668,648.791292671944,1.28649441808953e-15,1.8378859256827e-12,Up
ENSG00000100292,HMOX1,protein_coding,4.57193299361483,8.20175569873458,87.2984621266022,2.62754668990052e-08,4.97623743182072e-07,Up
ENSG00000184557,SOCS3,protein_coding,4.54092945785717,7.21079426910175,85.922815598186,2.95977959430281e-08,5.43488576917866e-07,Up
ENSG00000130775,THEMIS2,protein_coding,4.53107673312899,4.02866483126494,109.379800673722,4.26536083236925e-09,1.16288062693182e-07,Up
ENSG00000196611,MMP1,protein_coding,4.36563152689987,3.76290109099422,42.4020228051735,4.04847963293892e-06,3.15357579259353e-05,Up
ENSG00000138642,HERC6,protein_coding,4.35979379689385,5.81966109031741,156.360158122634,2.76583652736365e-10,1.33488988614585e-08,Up
ENSG00000137959,IFI44L,protein_coding,4.35609707028075,6.64134658432377,180.266246224766,8.69426900456236e-11,5.91458699996085e-09,Up
ENSG00000121858,TNFSF10,protein_coding,4.16849452378098,5.85571876652475,32.008911705837,2.33264127920271e-05,0.000135574098106957,Up
ENSG00000111331,OAS3,protein_coding,3.99416554053723,5.99136177377245,157.835009266982,2.56369326695377e-10,1.28059167873082e-08,Up
ENSG00000200320,SNORA63,snoRNA,3.95952297371169,4.80286597913099,7.36673693120781,0.0142608354279268,0.0319928226952515,Up
ENSG00000072571,HMMR,protein_coding,3.92523109043378,3.51811466958333,128.375380773153,1.20365751246558e-09,4.43181732553694e-08,Up
ENSG00000272275,,lncRNA,3.91578798357278,3.80892669255513,107.572252878512,4.85830799063596e-09,1.2900704080711e-07,Up
ENSG00000104419,NDRG1,protein_coding,3.90426498914803,7.11602363617098,101.440642217734,8.4030807108625e-09,1.99412642915917e-07,Up
ENSG00000025708,TYMP,protein_coding,3.78925124886602,3.69142266049145,53.1250248763243,8.75913477723102e-07,8.83707623075723e-06,Up
ENSG00000136235,GPNMB,protein_coding,3.76519384123313,6.94311735876095,16.055013021766,0.000834274206797815,0.00285130175079272,Up
ENSG00000259052,,lncRNA,3.69521443877808,3.93451726650887,37.6924690142348,8.67116967037506e-06,6.05456157922669e-05,Up
ENSG00000105835,NAMPT,protein_coding,3.65867230778757,8.53454284678694,331.219300956473,5.01691350812444e-13,1.23571769615631e-10,Up
ENSG00000188313,PLSCR1,protein_coding,3.63717797527245,7.27616501817432,225.592723309645,1.36347934855827e-11,1.47270918659578e-09,Up
ENSG00000121769,FABP3,protein_coding,3.62210308173756,4.39898004540203,29.5440507243728,3.71776616102722e-05,0.000200725651460449,Up
ENSG00000073756,PTGS2,protein_coding,3.60617451567592,3.82019217380994,24.1492855204481,0.000113400768893735,0.000516266215556372,Up
ENSG00000159399,HK2,protein_coding,3.59977811916278,4.94972524684927,201.973269975355,3.10178465967457e-11,2.63762474095898e-09,Up
ENSG00000221963,APOL6,protein_coding,3.59579315460645,4.81146284889656,105.085825404636,6.40373090477236e-09,1.60832663844396e-07,Up
ENSG00000141574,SECTM1,protein_coding,3.58802356123171,4.88593224518285,42.8637893794768,3.84373087451615e-06,3.04624081888566e-05,Up
ENSG00000151136,BTBD11,protein_coding,3.50971902650727,3.9128538970675,154.60946617788,2.68877546045425e-10,1.3154741858921e-08,Up
ENSG00000099194,SCD,protein_coding,3.49731130196435,8.70940653269499,531.84246056215,7.37079319451079e-15,8.68829494242351e-12,Up
