gene_id,symbol,biotype,logFC,logCPM,F,PValue,FDR,regulation
ENSG00000162496,DHRS3,protein_coding,3.55095846965971,5.22534120772418,74.6323287209897,8.22920015146954e-08,1.47771007764722e-05,Up
ENSG00000167772,ANGPTL4,protein_coding,3.26103259470313,7.10170167718929,46.6247891380123,2.19219597553625e-06,0.000180434591832599,Up
ENSG00000107738,VSIR,protein_coding,3.12200877858761,3.52013690474674,26.2237026588765,7.05077888974574e-05,0.00231514397515939,Up
ENSG00000103196,CRISPLD2,protein_coding,2.56592482138915,4.35495839265266,153.683507397532,2.7710603051093e-10,2.30613796502985e-07,Up
ENSG00000159251,ACTC1,protein_coding,2.18206907505579,7.28352511585337,193.449494362611,4.16676550129457e-11,1.04030245348988e-07,Up
ENSG00000078401,EDN1,protein_coding,1.86962476591641,5.23113339053021,162.266566958896,1.77781146034623e-10,1.90225826257047e-07,Up
ENSG00000138798,EGF,protein_coding,1.58610831180859,4.92127192785819,44.2077324849165,3.1078201392857e-06,0.000230471018249999,Up
ENSG00000136960,ENPP2,protein_coding,1.53502554441005,3.88632420919431,14.3473171374021,0.00134077727599301,0.0203287890631328,Up
ENSG00000157168,NRG1,protein_coding,1.48478007575241,6.22857325351533,228.30358791747,1.0415154667696e-11,7.80095084610433e-08,Up
ENSG00000178776,C5orf46,protein_coding,1.46952586608399,5.87832890700106,76.7175581742736,6.34282409611881e-08,1.25020401262973e-05,Up
ENSG00000087008,ACOX3,protein_coding,1.44204579719539,4.45321847114019,114.201863495293,2.99381150025015e-09,1.4014780085546e-06,Up
ENSG00000163431,LMOD1,protein_coding,1.40936974338202,5.92760641531389,128.785024058621,1.15381143744078e-09,6.17289119030819e-07,Up
ENSG00000138772,ANXA3,protein_coding,1.40660559183194,6.26729495808075,129.447205504509,1.10746432208657e-09,6.17289119030819e-07,Up
ENSG00000073008,PVR,protein_coding,1.3922963874619,4.93610838007674,136.699029115477,7.15227305567131e-10,4.87004774427074e-07,Up
ENSG00000164741,DLC1,protein_coding,1.38072852503073,4.78585415177151,28.3433775388853,4.67004097250349e-05,0.00172308408295818,Up
ENSG00000135074,ADAM19,protein_coding,1.35262514972266,6.86075644414633,40.8079914028806,5.2026640101469e-06,0.000328212479516958,Up
ENSG00000048707,VPS13D,protein_coding,1.3116891865817,4.58002364503669,20.8466809372408,0.000241039538615185,0.00571349750109449,Up
ENSG00000103257,SLC7A5,protein_coding,1.29437619625266,7.08280887083859,14.0973535448321,0.00145624778962449,0.0214710550084398,Up
ENSG00000169991,IFFO2,protein_coding,1.28504480517111,5.80305687767748,180.585737993752,7.37242275014322e-11,1.38048615996432e-07,Up
ENSG00000187837,H1-2,protein_coding,1.25131206444567,6.133081928469,99.2525782642377,8.94402089132031e-09,2.91388271986474e-06,Up
ENSG00000110090,CPT1A,protein_coding,1.23936554701905,6.06379203416419,151.457424789177,3.12049492632635e-10,2.33725069981844e-07,Up
ENSG00000162614,NEXN,protein_coding,1.23301975999137,6.85176575309251,208.360791849809,2.24300548788735e-11,8.40005555213814e-08,Up
ENSG00000086991,NOX4,protein_coding,1.19360218735466,4.28138086106479,60.039609874506,3.70439376726548e-07,4.70269649437601e-05,Up
ENSG00000092969,TGFB2,protein_coding,1.1874470782698,7.54716274350971,153.918781014375,2.73674369696246e-10,2.30613796502985e-07,Up
ENSG00000077092,RARB,protein_coding,1.18526951376917,4.65413692442409,56.3470349990412,5.77956882867777e-07,7.21482842113275e-05,Up
ENSG00000183671,CMKLR2,protein_coding,1.15884354200519,4.02013089324205,22.3259895998237,0.000166449363294566,0.00431386066116365,Up
ENSG00000153179,RASSF3,protein_coding,1.14788756873289,5.86046983359901,36.6775341198721,1.01236008290987e-05,0.000553472775255106,Up
ENSG00000103187,COTL1,protein_coding,1.14244245448836,7.60946975430148,22.460752315736,0.000164812712064833,0.00430772855986914,Up
ENSG00000197646,PDCD1LG2,protein_coding,1.13944519375639,4.56197372676355,39.5278156207862,6.12705419526001e-06,0.00036713308737998,Up
ENSG00000143367,TUFT1,protein_coding,1.13941051239017,5.0753169540859,35.2224718836383,1.29049348751244e-05,0.00066470892554074,Up
ENSG00000099860,GADD45B,protein_coding,1.1378229133842,6.04445597691095,27.5173288475861,5.51645390669385e-05,0.00195026643949395,Up
ENSG00000143322,ABL2,protein_coding,1.13142974624167,5.42668572480987,25.8935284994993,7.70281177396469e-05,0.00246555812764938,Up
ENSG00000135636,DYSF,protein_coding,1.12753110007756,4.04808309691261,11.9642892578615,0.00279403824878159,0.0354700787853799,Up
ENSG00000106366,SERPINE1,protein_coding,1.11704123111444,9.62027948883081,20.1848656766477,0.000283082073320323,0.00641387810697083,Up
ENSG00000206538,VGLL3,protein_coding,1.1037347231732,4.00928837605663,21.4091070723153,0.000206514683346395,0.00516640366455895,Up
ENSG00000117525,F3,protein_coding,1.10332156454335,6.97268838349266,74.7766393539309,7.59561762944842e-08,1.45874810370689e-05,Up
ENSG00000106617,PRKAG2,protein_coding,1.10140670315933,4.91509948117068,16.1695111955122,0.000804756932586234,0.0137932023457,Up
ENSG00000278948,,TEC,1.09828067662646,5.17481647813705,106.800962703416,5.06232926987616e-09,1.99740615797741e-06,Up
ENSG00000148677,ANKRD1,protein_coding,1.0974837079003,9.87009004964347,13.4956891744401,0.00174380944472422,0.024951282618035,Up
ENSG00000137124,ALDH1B1,protein_coding,1.08095669213296,5.89708124135699,43.2518100028294,3.47403999031658e-06,0.000252626791528846,Up
ENSG00000072864,NDE1,protein_coding,1.08079114738059,5.03342654222626,24.9610661239863,9.43136979082007e-05,0.00291904792286125,Up
ENSG00000158373,H2BC5,protein_coding,1.07032289296306,4.2506273516483,28.6948947245589,4.23462072016504e-05,0.00162652867661724,Up
ENSG00000070614,NDST1,protein_coding,1.06192537968861,6.68345319148294,71.3723821167344,1.06939209567838e-07,1.86273181317001e-05,Up
ENSG00000134198,TSPAN2,protein_coding,1.05708012168002,4.94302844363155,94.5308807992103,1.30153700495202e-08,3.89940486683625e-06,Up
ENSG00000168994,PXDC1,protein_coding,1.05679330095811,5.87266998026534,26.0619753344551,7.4563242081258e-05,0.00241052392245596,Up
ENSG00000113448,PDE4D,protein_coding,1.05263075380204,4.01580431045079,11.9829103934822,0.00276484276057052,0.0351590361233841,Up
